ETHNIC_GROUP,SUBJECT_ID,RA_INTERVIEWING,SITE,SEX,AGESET,TERRITORIAL_SECTION,MARITAL_STATUS,AGEMATE_NO_REPORT,RAIDING_BLESSINGS,JOKE,SCOLD,HOST,EXCOMMUNICATED,CIRCUMCISED,KILL_WOMEN,SKIN_TUCK,RAID_INNOCENT,MOTHER_CARE,WELL,UNMARRIED_RAID,RECONCILIATION,EXTENDED,MURDER_KILL,KIDNAP,SHAVE,HUSBAND_RAPE,STRANGER_AGEMATE,VIOLATE_PEACE,ADOPTION,UMBILICAL,LOVING_FATHER,COWARD,FIRE,POOR_WOMAN,SUICIDE,MANYATTA_INITIATION,INTESTINES,INFO_GRAZE,COWARD_SHAME,RAID_PRESSURE,NEIGHBOR_CHILD,SONG,SELFISH,DONKEY,RESCUE,VISITOR_SLAUGHTER,FIND_MARK,BEAT_AGEMATES,SHEEP,REFUSE_POOR,HUNGER_STEAL,LADY_FOOD,WOUNDED,MANYATTA_JUNIORS,FATHERS_AREA,SICK,ATTEND_SCHOOL,SCHOOL_LOCATION,SCHOOL_YRS,TOWN,TOWN_LOCATION,TOWN_YRS
Turkana,GILBERT-2015-05-29-15-53,Gilbert,NGIYAPAKUNO,FEMALE,ngengora,NGIYAPAKUNO,MARRIED,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-06-12-20,Gilbert,NGIBOCHOROS,FEMALE,ngimerimong,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-06-13-28,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-06-16-01,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-06-16-43,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-08-12-04,Gilbert,NGIBOCHOROS,FEMALE,nawokodou,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-08-13-11,Gilbert,NGIBOCHOROS,FEMALE,ngide angakanoi,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,YES,WITHIN_TURKANA,5
Turkana,GILBERT-2015-06-08-14-08,Gilbert,NGIBOCHOROS,MALE,nginyangalemo,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-08-15-11,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-09-15-39,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-10-09-49,Gilbert,NGIBOCHOROS,MALE,ngimerimong,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,YES,WITHIN_TURKANA,4,YES,WITHIN_TURKANA,4
Turkana,GILBERT-2015-06-10-13-05,Gilbert,NGIBOCHOROS,MALE,999,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-10-15-37,Gilbert,NGIBOCHOROS,FEMALE,achakaekipul,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,NO,999,0,YES,WITHIN_TURKANA,3
Turkana,GILBERT-2015-06-11-08-23,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-11-09-30,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-11-11-50,Gilbert,NGIBOCHOROS,FEMALE,ngikwalem,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-14-10-54,Gilbert,NGIBOCHOROS,FEMALE,ngimerimong,NGIBOCHOROS,SINGLE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,999,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-14-15-03,Gilbert,NGIBOCHOROS,MALE,ngimerimong,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-15-09-05,Gilbert,NGIBOCHOROS,FEMALE,amerimesek,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,NO,999,0,YES,WITHIN_TURKANA,1
Turkana,GILBERT-2015-06-15-11-12,Gilbert,NGIBOCHOROS,FEMALE,asalit,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-15-12-48,Gilbert,NGIBOCHOROS,FEMALE,ngalewa,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-15-13-58,Gilbert,NGIBOCHOROS,FEMALE,ngiworia,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-15-16-01,Gilbert,NGIBOCHOROS,FEMALE,ngimerimesek,NGIBOCHOROS,MARRIED,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,YES,WITHIN_TURKANA,1,NO,999,0
Turkana,GILBERT-2015-06-16-09-18,Gilbert,NGIBOCHOROS,MALE,ngimataperi,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-16-11-27,Gilbert,NGIBOCHOROS,FEMALE,ngiriokomor,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,NO,999,0,YES,WITHIN_TURKANA,1
Turkana,GILBERT-2015-06-16-14-17,Gilbert,NGIBOCHOROS,FEMALE,ngameseliwai,NGIBOCHOROS,UNOFFICIALLY,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-17-08-24,Gilbert,NGIBOCHOROS,FEMALE,ngirengelem,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-17-11-29,Gilbert,NGIBOCHOROS,FEMALE,ngachibasikin,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,YES,WITHIN_TURKANA,2,NO,999,0
Turkana,GILBERT-2015-06-17-12-55,Gilbert,NGIBOCHOROS,FEMALE,akoporait,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-17-13-52,Gilbert,NGIBOCHOROS,FEMALE,ngatumakadelio,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-17-14-36,Gilbert,NGIBOCHOROS,FEMALE,ngachibasikin,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-18-08-27,Gilbert,NGIBOCHOROS,MALE,ngikwalem,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,YES,OUTSIDE_TURKANA,18
Turkana,GILBERT-2015-06-19-11-23,Gilbert,NGIBOCHOROS,FEMALE,999,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-19-13-04,Gilbert,NGIBOCHOROS,MALE,ngimerimong,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-27-10-30,Gilbert,NGIBOCHOROS,FEMALE,amerimongoit,NGIBOCHOROS,MARRIED,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,YES,WITHIN_TURKANA,2
Turkana,GILBERT-2015-06-27-13-32,Gilbert,NGIBOCHOROS,FEMALE,aoyarikoit,NGIBOCHOROS,UNOFFICIALLY,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,NO,999,0,NO,999,0
Turkana,GILBERT-2015-06-28-11-34,Gilbert,NGIBOCHOROS,MALE,ngikoporia,NGIBOCHOROS,UNOFFICIALLY,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,NO,999,0,YES,WITHIN_TURKANA,23
